Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Cat,Species_Dog,Species_Dwarf,Species_Lop-Mini,Species_Rabbit Sh,Species_Species_Kitten,Species_Turtle
2025-07-22,70,62.0,0.0,1.5,2.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,1.5,2.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,1.5,2.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,1.43,73.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-07-22,70,62.0,0.0,1.37,73.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.87,36.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.83,24.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.83,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,0.77,48.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.7,36.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.7,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,0.7,27.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.7,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,0.7,15.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.63,4.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-07-22,70,62.0,0.0,0.63,4.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2025-07-22,70,62.0,0.0,0.6,120.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.57,3.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,0.57,36.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.5,3.75,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.43,24.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.43,10.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.4,48.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.4,36.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.4,6.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,0.37,12.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2025-07-22,70,62.0,0.0,0.37,36.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.33,24.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.3,18.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.27,25.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.27,2.75,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,0.27,2.75,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,0.27,48.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.23,6.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.23,122.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.23,24.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.17,13.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.17,2.5,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,0.17,2.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,0.17,2.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,0.17,2.5,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,0.17,2.5,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,0.17,2.5,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,0.13,3.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,0.13,3.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,0.13,3.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,0.13,0.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2025-07-22,70,62.0,0.0,0.13,73.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.13,3.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2025-07-22,70,62.0,0.0,0.1,84.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2025-07-22,70,62.0,0.0,0.07,12.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
