Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Cat,Species_Dog,Species_Guinea Pig,Species_Rabbit Sh,Species_Species_Kitten
2025-07-07,68,67.0,0.0,1.7,3.25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-07,68,67.0,0.0,1.7,3.25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-07,68,67.0,0.0,1.7,3.25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-07,68,67.0,0.0,1.63,3.25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-07,68,67.0,0.0,1.47,45.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,1.33,16.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,1.17,37.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-07,68,67.0,0.0,1.13,73.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,1.1,53.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,1.1,24.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,1.07,21.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-07,68,67.0,0.0,1.07,21.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-07,68,67.0,0.0,1.07,103.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,1.03,27.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,1.03,62.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,0.97,48.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-07,68,67.0,0.0,0.93,72.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,0.87,72.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,0.7,36.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-07,68,67.0,0.0,0.63,72.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-07,68,67.0,0.0,0.63,24.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-07,68,67.0,0.0,0.53,25.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-07,68,67.0,0.0,0.5,18.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,0.4,36.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,0.4,24.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,0.37,36.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-07,68,67.0,0.0,0.37,4.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-07,68,67.0,0.0,0.37,2.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-07,68,67.0,0.0,0.37,2.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-07,68,67.0,0.0,0.37,2.75,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-07,68,67.0,0.0,0.37,24.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-07,68,67.0,0.0,0.37,36.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,0.37,36.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-07-07,68,67.0,0.0,0.33,48.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-07,68,67.0,0.0,0.3,24.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,0.27,48.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,0.23,3.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-07,68,67.0,0.0,0.23,120.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,0.23,24.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,0.23,3.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-07,68,67.0,0.0,0.2,26.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-07,68,67.0,0.0,0.2,15.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,0.17,19.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-07,68,67.0,0.0,0.17,24.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-07,68,67.0,0.0,0.17,96.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-07,68,67.0,0.0,0.13,3.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-07-07,68,67.0,0.0,0.13,3.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-07-07,68,67.0,0.0,0.07,2.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-07,68,67.0,0.0,0.07,2.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-07,68,67.0,0.0,0.07,24.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-07,68,67.0,0.0,0.03,36.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
